gene	cluster	silhouette	mean_log2_expression	log2_range	correlation_to_centroid	z_S1	z_S2	z_S3	z_S4	z_S5	z_S6	z_S7	z_S8	z_S9	log2_S1	log2_S2	log2_S3	log2_S4	log2_S5	log2_S6	log2_S7	log2_S8	log2_S9
G931	0	0.4919	11.6125	1.2267	0.9183	-1.4162	-1.4909	-1.1152	1.0752	1.1117	0.9055	0.1969	0.3003	0.4327	10.9450	10.9098	11.0869	12.1194	12.1365	12.0393	11.7054	11.7541	11.8165
G932	0	0.5559	11.8807	0.9411	0.9456	-1.1166	-1.5203	-1.3936	0.3799	0.1659	0.9500	1.0867	0.4110	1.0372	11.4775	11.3318	11.3775	12.0178	11.9405	12.2236	12.2730	12.0290	12.2551
G933	3	0.4854	7.2817	1.0612	0.8913	1.1345	1.1720	1.4378	-0.0597	-0.2993	0.0191	-1.2436	-0.6947	-1.4661	7.6963	7.7100	7.8072	7.2599	7.1723	7.2887	6.8272	7.0278	6.7459
G934	1	-0.1063	10.4250	0.4505	0.4850	0.6477	1.4171	0.1428	1.5686	-0.3614	-1.1061	-1.5673	-0.4272	-0.3143	10.5180	10.6285	10.4455	10.6503	10.3730	10.2660	10.1998	10.3636	10.3798
G935	3	0.5517	12.7685	0.2282	0.9656	1.5072	1.1028	1.4211	-1.0394	-0.6865	-0.5354	0.0469	-0.8777	-0.9392	12.9036	12.8673	12.8958	12.6753	12.7070	12.7205	12.7727	12.6898	12.6843
G936	2	0.0116	7.4010	0.6234	0.3661	0.3460	0.0805	0.3885	-0.1521	-0.3955	-1.5237	1.2129	1.5628	-1.5193	7.4709	7.4172	7.4794	7.3703	7.3211	7.0932	7.6459	7.7166	7.0941
G937	2	-0.0324	12.7012	0.1962	0.4965	-0.6222	0.8032	1.6838	-1.8846	0.4539	-0.5224	0.4504	-0.8266	0.4645	12.6670	12.7454	12.7938	12.5975	12.7262	12.6725	12.7260	12.6557	12.7267
G938	3	0.4915	4.5526	6.3025	0.8928	2.3067	0.5251	0.7837	-0.6164	-0.5319	-0.1830	-1.2314	-0.4212	-0.6317	8.6615	5.4879	5.9486	3.4547	3.6051	4.2267	2.3591	3.8024	3.4275
G939	3	0.5003	11.8379	1.4843	0.8991	1.3012	1.2009	1.3885	0.0319	-0.1659	-0.4628	-0.9112	-1.3046	-1.0779	12.5551	12.4998	12.6032	11.8555	11.7465	11.5829	11.3357	11.1189	11.2438
G940	1	-0.1634	12.0305	0.7450	0.3492	0.4728	-0.6313	2.3540	0.7783	-0.3759	-0.7762	-0.1808	-1.0532	-0.5877	12.1339	11.8925	12.5452	12.2007	11.9483	11.8608	11.9910	11.8002	11.9020
G941	3	0.3383	10.4334	0.7310	0.7004	0.5777	1.3426	1.4096	-0.1387	-0.7098	-0.4646	-1.4368	-1.2660	0.6860	10.5818	10.7782	10.7954	10.3978	10.2511	10.3141	10.0644	10.1083	10.6096
G942	2	-0.1089	9.2569	0.4490	0.4872	0.5911	1.4001	-0.2599	-1.7391	0.0047	0.7963	-0.1288	0.8356	-1.4998	9.3415	9.4572	9.2197	9.0081	9.2576	9.3708	9.2385	9.3764	9.0424
G943	3	0.5284	11.8535	0.6623	0.9639	1.5362	1.1385	1.2942	-1.4087	-0.8349	-0.4418	-0.1997	-0.2546	-0.8292	12.1990	12.1096	12.1446	11.5367	11.6658	11.7542	11.8086	11.7963	11.6671
G944	3	0.5633	10.7136	0.6545	0.9420	1.1653	1.0746	1.7337	-0.8333	-0.0788	-0.2476	-0.7460	-0.9215	-1.1464	10.9785	10.9579	11.1076	10.5243	10.6957	10.6574	10.5441	10.5042	10.4531
G945	1	0.1060	10.4336	0.4237	0.3927	0.4398	0.1596	-0.6230	0.5960	-0.3913	0.8702	-2.4678	0.8397	0.5767	10.4894	10.4539	10.3545	10.5093	10.3839	10.5441	10.1204	10.5402	10.5068
G946	0	0.1942	10.8879	0.2738	0.4701	0.7876	-0.9086	-1.9031	0.5703	-0.1823	-0.4375	1.6996	-0.2734	0.6474	10.9478	10.8189	10.7433	10.9313	10.8741	10.8547	11.0171	10.8671	10.9371
G947	3	0.2811	10.5182	1.3956	0.6844	0.7821	0.6241	1.7661	0.8279	0.0174	-1.1473	-1.0597	-1.1460	-0.6646	10.8929	10.8172	11.3642	10.9148	10.5265	9.9686	10.0106	9.9692	10.1998
G948	2	-0.0929	7.2758	0.3627	0.4366	0.4382	1.6318	0.0136	-1.8867	0.9206	-0.2536	-0.8763	-0.6667	0.6789	7.3210	7.4440	7.2772	7.0813	7.3707	7.2497	7.1855	7.2071	7.3458
G949	0	0.5764	11.7238	1.6411	0.9824	-1.4445	-1.3437	-1.4062	0.9115	0.7343	0.7741	0.4024	0.5154	0.8567	10.7176	10.7878	10.7443	12.3587	12.2353	12.2630	12.0041	12.0828	12.3205
G950	2	-0.1625	12.5177	0.2919	0.6016	1.5367	-0.0896	0.7345	-1.2544	-1.5133	0.6709	0.7709	0.2112	-1.0670	12.6648	12.5091	12.5880	12.3976	12.3728	12.5819	12.5915	12.5379	12.4156
G951	3	0.2894	10.6618	0.1871	0.6187	1.2117	1.5468	0.2160	0.5563	-1.0616	-1.5202	-0.5782	-0.8717	0.5010	10.7357	10.7561	10.6749	10.6957	10.5970	10.5690	10.6265	10.6086	10.6923
G952	2	0.1458	10.6378	0.2073	0.7045	1.4258	-0.2590	-0.6286	-0.9741	-1.9195	0.3164	1.1480	0.6138	0.2772	10.7261	10.6217	10.5988	10.5774	10.5188	10.6574	10.7089	10.6758	10.6549
G953	3	0.2660	10.1723	0.3394	0.6708	1.2170	-0.0389	1.2519	-1.3890	0.1268	0.1109	-0.1366	0.7178	-1.8597	10.3050	10.1680	10.3088	10.0208	10.1861	10.1844	10.1574	10.2506	9.9694
G954	3	0.5271	12.0778	0.9687	0.9582	1.5604	1.2645	1.0956	-1.4972	-0.5835	-0.2738	-0.5111	-0.1457	-0.9091	12.5721	12.4784	12.4249	11.6034	11.8929	11.9910	11.9158	12.0316	11.7898
G955	3	0.2527	10.3440	0.3008	0.7381	1.5770	1.6038	-0.0753	-1.3988	-1.1131	-0.0294	-0.2273	-0.7298	0.3929	10.5019	10.5046	10.3364	10.2038	10.2325	10.3410	10.3212	10.2709	10.3833
G956	3	0.5590	15.3842	0.9278	0.9499	1.2540	1.3149	1.5183	-0.7738	-0.4169	-0.5506	-0.2882	-1.2710	-0.7867	15.8013	15.8216	15.8892	15.1269	15.2456	15.2011	15.2884	14.9615	15.1225
G957	2	-0.0854	11.6881	0.3581	0.5414	0.1418	0.8416	1.0561	-0.9179	-1.7702	0.2200	1.4943	-0.9397	-0.1260	11.7036	11.7804	11.8039	11.5874	11.4939	11.7122	11.8520	11.5850	11.6743
G958	3	0.3189	9.6940	0.5168	0.7612	1.6080	0.1638	1.2042	-1.3321	-0.1587	-0.1926	0.8713	-1.0801	-1.0838	9.9766	9.7228	9.9056	9.4598	9.6661	9.6601	9.8471	9.5041	9.5035
G959	0	0.2465	10.6852	0.5740	0.6640	-0.9340	-1.0044	-1.0098	0.9561	2.2214	0.1975	-0.1104	-0.4310	0.1145	10.5192	10.5067	10.5058	10.8550	11.0798	10.7203	10.6655	10.6086	10.7055
G960	0	0.2791	9.5818	0.9104	0.7395	-1.3285	-0.9737	-0.8415	1.6344	1.2465	0.5253	-0.7396	-0.2180	0.6951	9.1736	9.2826	9.3232	10.0840	9.9648	9.7432	9.3545	9.5148	9.7954
G961	3	0.4252	5.7728	1.3744	0.8272	1.1935	0.7527	1.6013	-0.4704	-0.6391	-1.0172	-1.3971	0.6317	-0.6554	6.3198	6.1178	6.5068	5.5572	5.4798	5.3065	5.1324	6.0624	5.4724
G962	0	0.4552	9.7352	0.8657	0.8717	-1.2268	-1.5483	-1.1781	0.9097	0.7652	1.1304	0.2859	0.9628	-0.1008	9.3387	9.2348	9.3544	10.0292	9.9825	10.1005	9.8276	10.0464	9.7026
G963	2	0.0497	9.4880	0.4179	0.2616	-1.6414	0.8325	1.1793	-1.3241	-0.6019	1.2359	-0.4151	0.6285	0.1064	9.2496	9.6090	9.6593	9.2957	9.4006	9.6675	9.4277	9.5793	9.5035
G964	3	0.5678	14.6612	1.6995	0.9563	1.5326	1.0564	1.4239	-0.4697	-1.0524	-0.2845	-1.1812	-0.2141	-0.8109	15.6210	15.3227	15.5529	14.3670	14.0021	14.4830	13.9214	14.5271	14.1534
G965	0	0.4361	9.9241	0.6558	0.8555	-1.1238	-0.7424	-1.5847	-0.3122	-0.2144	0.5503	0.8872	0.9417	1.5982	9.6926	9.7712	9.5976	9.8598	9.8800	10.0375	10.1069	10.1181	10.2534
G966	2	0.2319	11.7282	0.6207	0.8049	-0.3598	0.1937	0.5784	-1.3692	-1.3628	-0.9601	1.0900	1.4548	0.7349	11.6491	11.7707	11.8553	11.4272	11.4286	11.5171	11.9677	12.0479	11.8897
G967	0	0.4132	8.4042	0.4844	0.7654	-2.3621	-0.2032	-0.6040	0.0623	0.9251	0.0967	0.9347	1.1275	0.0230	8.0764	8.3760	8.3204	8.4129	8.5326	8.4177	8.5340	8.5607	8.4074
G968	0	0.5917	10.2707	3.3970	0.9779	-1.4874	-1.3056	-1.2459	0.6121	0.2668	0.2584	0.6316	0.9887	1.2813	8.4457	8.6689	8.7421	11.0216	10.5980	10.5877	11.0455	11.4837	11.8427
G969	0	0.5825	11.0605	0.7179	0.9696	-1.8172	-1.2751	-0.9331	0.3620	0.2826	0.6111	0.9871	0.7275	1.0551	10.6063	10.7418	10.8273	11.1509	11.1311	11.2132	11.3072	11.2423	11.3242
G970	2	0.1378	10.3241	0.1603	0.7398	0.6111	1.1027	-0.7691	-0.9688	-2.0257	-0.0807	0.9034	0.9311	0.2960	10.3554	10.3806	10.2847	10.2745	10.2203	10.3200	10.3704	10.3718	10.3393
G971	0	0.2803	9.0654	0.5023	0.6861	-1.3844	-0.1772	-1.3211	1.8322	-0.6766	1.1343	0.1610	0.0082	0.4236	8.8492	9.0378	8.8591	9.3516	8.9598	9.2426	9.0906	9.0667	9.1316
G972	1	0.0096	9.1214	0.5697	0.0895	-1.9294	0.8956	1.0467	-0.1660	0.3606	-0.0771	-1.3434	1.1878	0.0252	8.7688	9.2851	9.3127	9.0911	9.1873	9.1073	8.8759	9.3385	9.1260
G973	0	0.1832	8.3786	0.4962	0.4249	-1.3028	-0.0542	-0.4349	-0.5731	-0.7307	2.4025	-0.0455	0.0521	0.6865	8.2042	8.3714	8.3204	8.3019	8.2808	8.7004	8.3726	8.3856	8.4706
G974	3	0.3037	11.2202	0.8470	0.8040	1.3493	1.1863	0.6222	-2.1249	-0.3860	0.3733	-0.0472	-0.2567	-0.7163	11.5491	11.5094	11.3718	10.7021	11.1260	11.3112	11.2086	11.1576	11.0455
G975	2	0.1051	8.2601	0.7726	0.7270	0.0898	-0.8336	-0.4981	-1.3848	-0.7268	-0.4493	1.1638	1.8507	0.7883	8.2816	8.0611	8.1412	7.9294	8.0866	8.1528	8.5380	8.7020	8.4483
G976	0	0.4046	12.1839	0.5149	0.8186	-1.6788	-0.4296	-1.4398	0.8960	0.0667	1.6575	0.5402	0.1595	0.2283	11.9248	12.1176	11.9617	12.3221	12.1942	12.4397	12.2672	12.2085	12.2191
G977	3	0.5525	10.8818	1.3751	0.9332	1.4992	0.9259	1.3756	-0.6221	-0.0980	-0.0539	-0.8205	-0.6048	-1.6014	11.5467	11.2924	11.4919	10.6059	10.8384	10.8579	10.5179	10.6136	10.1716
G978	3	0.5859	6.6157	1.7870	0.9685	1.4686	1.7202	0.9172	-0.5325	-0.6471	-0.4847	-0.7256	-0.6270	-1.0890	7.5500	7.7100	7.1992	6.2770	6.2041	6.3074	6.1541	6.2169	5.9230
G979	3	0.4705	6.4501	1.6112	0.8775	1.2548	1.2404	1.2875	-0.0830	0.0235	-0.2416	-0.9679	-1.4401	-1.0736	7.1913	7.1828	7.2106	6.4010	6.4640	6.3074	5.8784	5.5994	5.8159
G980	3	0.5111	11.3674	1.3218	0.9079	1.2050	1.9887	0.7704	-0.4806	-0.6361	-0.6196	-0.3378	-1.1446	-0.7455	11.8757	12.2063	11.6924	11.1647	11.0991	11.1060	11.2249	10.8845	11.0529
G981	0	0.5953	11.9923	0.9904	0.9848	-1.4592	-1.3780	-1.2874	0.3666	0.6012	0.5765	0.4884	0.8732	1.2187	11.4527	11.4827	11.5162	12.1279	12.2147	12.2056	12.1730	12.3153	12.4431
G982	3	0.2197	12.4133	0.4012	0.7014	1.2773	1.6602	-0.0602	-2.0139	0.1143	0.0242	-0.0765	-0.6919	-0.2334	12.5527	12.5946	12.4067	12.1933	12.4257	12.4159	12.4049	12.3377	12.3878
G983	0	0.2152	11.0323	0.1978	0.4920	0.0640	-0.5651	-1.9640	-0.2038	0.1965	2.0394	0.3252	0.5378	-0.4299	11.0354	11.0044	10.9352	11.0222	11.0420	11.1331	11.0484	11.0589	11.0110
G984	3	0.5761	13.1030	0.6711	0.9591	1.1897	1.5390	1.4665	-0.4153	-0.8500	-0.7865	-0.8315	-0.6594	-0.6525	13.4372	13.5353	13.5149	12.9863	12.8642	12.8821	12.8694	12.9178	12.9197
G985	3	0.4689	12.7639	0.2275	0.8847	1.4431	1.0065	1.2111	-1.2408	0.4096	-0.6045	-0.0784	-0.9075	-1.2390	12.8863	12.8493	12.8666	12.6587	12.7987	12.7127	12.7573	12.6870	12.6589
G986	3	0.4605	9.2660	0.4337	0.8536	1.1304	1.5424	0.7959	-0.8496	-0.8371	0.9144	-0.8175	-0.8454	-1.0335	9.4563	9.5257	9.4000	9.1229	9.1250	9.4199	9.1283	9.1236	9.0920
G987	2	-0.0718	7.9203	0.7574	0.6104	-0.6268	1.6025	1.2132	-1.4396	-0.8821	-0.5044	0.3678	0.9380	-0.6687	7.7642	8.3193	8.2223	7.5619	7.7007	7.7947	8.0119	8.1538	7.7538
G988	1	-0.0217	10.3174	0.5526	0.4562	-0.4660	-0.6162	-0.4964	0.5558	1.0248	1.3791	1.0949	-1.7998	-0.6762	10.2364	10.2103	10.2311	10.4140	10.4955	10.5571	10.5077	10.0045	10.1998
G989	3	0.2285	11.2800	0.0917	0.7080	1.2702	1.7857	-0.1239	-0.8381	-1.6073	-0.5835	0.0175	0.5654	-0.4859	11.3143	11.3282	11.2766	11.2574	11.2366	11.2642	11.2805	11.2953	11.2669
G990	3	0.4047	9.1601	1.1315	0.8447	1.7948	0.6236	1.0647	-0.5607	-1.4743	-0.6902	-0.8858	0.5635	-0.4357	9.7814	9.3760	9.5287	8.9661	8.6498	8.9212	8.8535	9.3552	9.0093
G991	2	-0.0568	9.4606	0.8684	0.6227	0.4373	0.3344	1.1042	-2.4496	0.0594	0.7323	-0.7300	0.6258	-0.1138	9.5675	9.5423	9.7304	8.8620	9.4751	9.6395	9.2822	9.6135	9.4328
G992	0	0.3598	12.4137	0.2960	0.7481	-0.9526	-1.2342	-1.3496	0.4723	0.5751	1.6931	0.4336	0.9140	-0.5516	12.3211	12.2937	12.2824	12.4597	12.4697	12.5784	12.4559	12.5027	12.3601
G993	3	0.5651	9.0044	1.6346	0.9488	1.3006	1.5371	1.1981	-0.2313	-1.2210	-0.2749	-0.5123	-0.8121	-0.9841	9.7752	9.9154	9.7145	8.8674	8.2808	8.8415	8.7008	8.5231	8.4212
G994	1	0.0255	9.9973	0.7829	0.7925	1.1845	-0.1245	0.5197	1.0128	0.3269	0.7863	-0.7604	-2.0404	-0.9049	10.2849	9.9671	10.1235	10.2432	10.0767	10.1882	9.8127	9.5020	9.7777
G995	0	0.5832	11.3065	0.8564	0.9816	-1.3231	-1.1934	-1.6248	0.6074	0.4940	0.8550	0.5715	0.4805	1.1331	10.8957	10.9360	10.8020	11.4952	11.4599	11.5720	11.4840	11.4557	11.6584
G996	1	0.0230	11.0375	0.2987	0.7089	0.5433	-0.4425	1.5333	1.5754	0.2810	-0.6555	-1.5021	-0.5596	-0.7735	11.0903	10.9946	11.1863	11.1904	11.0648	10.9739	10.8917	10.9832	10.9624
G997	1	-0.1783	8.7711	0.3695	0.5064	-0.3146	1.0135	1.7841	0.0283	-0.6835	1.0161	-1.4645	-0.9070	-0.4724	8.7353	8.8864	8.9741	8.7744	8.6934	8.8867	8.6046	8.6680	8.7174
G998	2	-0.0880	13.3749	0.6233	0.7104	1.0242	0.8988	0.3407	-2.5026	0.5073	0.1813	0.3626	-0.3269	-0.4853	13.5559	13.5337	13.4351	12.9326	13.4646	13.4069	13.4390	13.3171	13.2891
G999	3	0.5675	11.1484	1.5335	0.9726	1.2772	1.4350	1.4883	-0.8630	-0.8995	-0.7617	-0.4540	-0.6701	-0.5523	11.9687	12.0700	12.1042	10.5942	10.5707	10.6592	10.8568	10.7180	10.7937
G1000	3	0.5429	9.9907	0.5317	0.9300	1.2912	1.0012	1.5761	-0.3258	-0.7503	0.1024	-1.2356	-0.4664	-1.1928	10.2349	10.1800	10.2888	9.9291	9.8488	10.0101	9.7570	9.9025	9.7651
G1001	0	0.3623	9.5909	0.6700	0.7831	-0.9923	-1.5927	-0.9701	0.8996	0.2400	1.6832	-0.3571	0.7862	0.3031	9.3880	9.2652	9.3925	9.7749	9.6400	9.9352	9.5179	9.7517	9.6529
G1002	0	0.5454	14.0478	1.0765	0.9564	-1.2586	-1.2256	-1.5230	0.9537	0.6635	0.4004	-0.0081	0.7890	1.2089	13.5519	13.5649	13.4477	14.4236	14.3092	14.2056	14.0446	14.3587	14.5241
G1003	0	0.3211	11.1631	0.3830	0.7416	-0.5675	-1.0892	-1.6305	1.4962	-0.2259	1.4622	0.2584	-0.2356	0.5319	11.0936	11.0296	10.9633	11.3464	11.1354	11.3422	11.1947	11.1342	11.2282
G1004	0	0.1437	7.6598	3.3966	0.4084	-1.7729	1.1415	-0.5903	-0.5917	0.6309	-0.5000	0.7127	-0.5707	1.5406	5.8425	8.8300	7.0547	7.0533	8.3065	7.1473	8.3904	7.0748	9.2391
G1005	3	0.3823	9.2596	0.4038	0.7934	1.6431	1.0195	0.6935	0.8398	-0.7127	-0.4192	-0.6154	-1.1383	-1.3102	9.4843	9.3990	9.3544	9.3744	9.1622	9.2023	9.1755	9.1040	9.0805
G1006	0	0.1762	12.2272	0.4332	0.4694	-0.8812	-0.9190	-0.3376	-1.4820	1.3057	1.3669	1.1669	-0.3440	0.1243	12.0932	12.0874	12.1758	12.0018	12.4257	12.4351	12.4046	12.1749	12.2461
G1007	1	0.1563	9.5904	0.6352	0.7338	-0.2626	-0.4565	1.3201	2.0809	-0.1887	-0.3049	-1.4746	-0.1422	-0.5715	9.5435	9.5089	9.8263	9.9622	9.5567	9.5359	9.3270	9.5650	9.4883
G1008	3	0.3752	10.4754	0.2351	0.7545	1.1233	2.1636	-0.1770	-0.7496	-0.0186	0.1190	-0.6922	-0.4334	-1.3350	10.5508	10.6207	10.4635	10.4250	10.4741	10.4834	10.4289	10.4462	10.3857
G1009	3	0.1660	12.2139	0.2294	0.4886	0.7031	0.4513	0.8146	-0.0518	-1.7080	0.1716	1.5889	-1.3197	-0.6501	12.2628	12.2453	12.2706	12.2103	12.0950	12.2258	12.3244	12.1221	12.1686
G1010	3	0.5560	9.4270	2.0730	0.9392	1.2996	1.2917	1.4280	-0.4164	-0.2166	-0.2317	-1.0242	-1.1414	-0.9889	10.4756	10.4692	10.5791	9.0911	9.2523	9.2401	8.6007	8.5061	8.6292
G1011	3	0.4769	13.6350	1.2125	0.9351	1.6274	1.2002	0.9844	-1.5945	-0.8383	-0.2449	-0.4544	-0.0242	-0.6557	14.2474	14.0866	14.0055	13.0349	13.3195	13.5428	13.4640	13.6259	13.3882
G1012	1	-0.1181	7.1519	0.5967	0.0691	-0.8256	0.9827	1.7058	0.6395	-0.4112	-1.6991	-0.5408	-0.5063	0.6549	7.0072	7.3241	7.4509	7.2640	7.0799	6.8541	7.0571	7.0632	7.2667
G1013	3	0.2452	12.2999	1.1258	0.5927	0.5537	1.4355	0.9336	0.8662	-0.3573	-1.2458	-0.3055	-1.7975	-0.0828	12.4927	12.7998	12.6250	12.6015	12.1754	11.8660	12.1935	11.6739	12.2710
G1014	0	0.5770	10.9289	1.5384	0.9652	-1.5068	-1.2568	-1.2012	0.2294	0.2916	0.7147	0.6633	0.5407	1.5252	10.1643	10.2912	10.3194	11.0453	11.0768	11.2915	11.2654	11.2032	11.7027
G1015	3	0.3834	12.9456	0.5606	0.8738	1.5642	1.1558	0.7760	-1.8569	-0.4716	-0.2192	0.2231	-0.3023	-0.8691	13.2019	13.1350	13.0727	12.6413	12.8683	12.9097	12.9822	12.8961	12.8032
G1016	0	0.3908	8.8756	1.0373	0.8236	-0.8212	-1.9042	-0.7859	1.4411	0.5752	0.5313	0.0418	-0.2338	1.1557	8.6209	8.2851	8.6318	9.3224	9.0539	9.0403	8.8885	8.8031	9.2339
G1017	3	0.5466	11.2270	0.4656	0.9417	1.2473	1.6877	1.1561	-0.4844	-1.0700	-0.4801	-1.0850	-0.4829	-0.4887	11.4365	11.5104	11.4212	11.1457	11.0473	11.1464	11.0448	11.1459	11.1450
G1018	2	0.1693	7.4927	0.6369	0.6334	0.7156	0.9492	-1.3140	-1.6496	-0.5195	0.4197	0.2284	-0.4039	1.5741	7.6341	7.6803	7.2331	7.1668	7.3901	7.5756	7.5379	7.4130	7.8037
G1019	3	0.4920	9.7197	0.8902	0.8722	1.6447	0.9090	0.9120	-0.2532	-0.5353	-0.1173	-0.9544	0.2154	-1.8208	10.1422	9.9532	9.9540	9.6547	9.5822	9.6896	9.4746	9.7750	9.2520
G1020	3	0.5017	9.3084	0.7526	0.9344	1.5528	0.8411	1.4081	-1.2525	-0.5345	-0.3859	0.2395	-0.7199	-1.1487	9.7249	9.5340	9.6861	8.9723	9.1650	9.2048	9.3726	9.1152	9.0002
G1021	3	0.4384	6.8882	1.0755	0.8213	2.1920	0.3480	0.8208	-0.0914	-0.9719	-0.1162	-1.4777	-0.3168	-0.3869	7.5306	6.9902	7.1287	6.8614	6.6033	6.8541	6.4551	6.7953	6.7748
G1022	3	0.4177	7.2840	3.8244	0.8379	2.4422	0.3886	0.5930	-0.6394	-0.6791	-0.5937	-1.1087	-0.1943	-0.2086	9.9144	7.7026	7.9227	6.5953	6.5526	6.6446	6.0900	7.0748	7.0593
G1023	3	0.3041	5.0056	4.8326	0.7586	2.4823	0.1017	0.4590	-1.1731	-0.2965	-0.7887	-0.7278	-0.0313	-0.0257	8.2873	5.1401	5.6125	3.4547	4.6136	3.9629	4.0434	4.9643	4.9716
G1024	3	0.3812	4.9619	7.2394	0.7910	2.3393	0.0194	0.7802	-0.6419	-1.0717	0.1078	-1.1161	-0.2909	-0.1261	9.8630	5.0026	6.5965	3.6170	2.7165	5.1878	2.6236	4.3524	4.6977
G1025	3	0.5193	9.0145	4.5174	0.9089	1.1534	1.5805	1.2023	-0.2782	-0.1451	-0.3037	-0.8616	-1.3102	-1.0375	10.8169	11.4843	10.8934	8.5797	8.7878	8.5399	7.6681	6.9669	7.3931
G1026	3	0.5041	12.3503	0.8331	0.9481	1.3926	1.2172	1.2828	-1.6034	-0.7227	-0.2235	-0.2836	-0.2573	-0.8022	12.7376	12.6888	12.7071	11.9045	12.1494	12.2882	12.2715	12.2788	12.1273
G1027	2	0.0956	10.0485	0.3558	0.4270	-1.4314	-0.0186	1.9423	-1.2794	-0.8853	0.2312	0.5542	0.4869	0.4000	9.8975	10.0465	10.2533	9.9135	9.9551	10.0729	10.1069	10.0998	10.0907
G1028	3	0.4421	8.5698	1.1140	0.8478	1.5397	1.0415	1.0847	-1.1582	0.5198	-0.6932	-1.1629	-0.9306	-0.2408	9.2045	8.9991	9.0169	8.0924	8.7841	8.2841	8.0905	8.1863	8.4706
G1029	3	0.5717	4.6396	4.7560	0.9530	1.3536	1.5357	1.2773	-0.5849	-0.3019	-0.8226	-0.9289	-0.9002	-0.6282	7.2517	7.6031	7.1045	3.5109	4.0571	3.0523	2.8471	2.9025	3.4275
G1030	3	0.4698	12.9137	1.0185	0.9281	1.5865	1.0405	1.1626	-1.7492	-0.4894	-0.2172	-0.1875	-0.5020	-0.6442	13.3981	13.2314	13.2687	12.3796	12.7643	12.8474	12.8564	12.7604	12.7170
G1031	0	0.5647	5.5575	6.2715	0.9686	-1.1093	-1.4340	-1.5702	0.7748	0.9837	0.3109	0.4450	0.5687	1.0303	2.8823	2.0993	1.7706	7.4261	7.9299	6.3074	6.6308	6.9291	8.0421
G1032	3	0.3645	12.4607	0.3055	0.7430	1.6033	1.2461	-0.0419	-0.8527	-0.3397	0.9918	-0.3146	-0.7447	-1.5476	12.6162	12.5815	12.4567	12.3781	12.4278	12.5569	12.4302	12.3885	12.3107
G1033	3	0.5552	14.0265	0.8856	0.9730	1.4799	1.2929	1.2808	-1.3894	-0.4630	-0.4964	-0.3628	-0.4781	-0.8639	14.4833	14.4256	14.4218	13.5976	13.8836	13.8733	13.9145	13.8789	13.7598
G1034	3	0.5964	13.9748	0.6273	0.9876	1.7157	1.2917	1.0971	-0.6505	-0.9600	-0.5169	-0.5099	-0.3900	-1.0771	14.3601	14.2649	14.2212	13.8287	13.7592	13.8587	13.8602	13.8872	13.7329
G1035	2	-0.1333	11.4354	0.4000	0.8710	1.3965	0.9365	0.4335	-1.9162	-1.3784	-0.0459	0.4626	0.3641	-0.2528	11.6040	11.5485	11.4878	11.2041	11.2690	11.4299	11.4913	11.4794	11.4049
G1036	0	0.4192	12.0507	0.9167	0.8342	-1.2015	-1.0551	-1.2076	-0.6750	0.9938	0.1536	1.5199	0.4862	0.9857	11.6468	11.6961	11.6448	11.8238	12.3847	12.1023	12.5615	12.2141	12.3819
G1037	3	0.2169	10.0248	0.6188	0.7325	0.5663	1.2660	1.3465	-2.1125	-0.3353	-0.6045	-0.5022	0.1778	0.1978	10.1261	10.2513	10.2657	9.6469	9.9648	9.9167	9.9350	10.0566	10.0602
G1038	3	0.4234	7.0912	0.8125	0.8805	1.6186	0.5428	1.4029	-1.2481	-0.3886	-0.9759	-0.0809	0.2961	-1.1670	7.5500	7.2451	7.4888	6.7374	6.9811	6.8146	7.0683	7.1751	6.7604
G1039	1	-0.1921	9.1363	0.2868	0.5773	0.8653	1.1008	0.4756	0.5409	-1.0342	1.2903	-1.4850	-0.7295	-1.0241	9.2257	9.2501	9.1854	9.1922	9.0294	9.2696	8.9828	9.0609	9.0304
G1040	3	0.5825	7.8906	0.5376	0.9552	1.3315	1.0897	1.6459	-0.6144	-0.2855	-0.2817	-0.9047	-1.0674	-0.9135	8.1544	8.1065	8.2167	7.7689	7.8340	7.8348	7.7114	7.6791	7.7096
G1041	3	0.5446	7.3692	1.0545	0.9248	1.4827	1.2895	1.1358	-0.3807	-0.6231	-0.0942	-0.3508	-1.5120	-0.9472	7.8912	7.8232	7.7691	7.2351	7.1497	7.3360	7.2456	6.8368	7.0357
G1042	3	0.4708	7.8237	0.8826	0.9054	1.7665	0.7894	1.1821	-1.4007	-0.1437	-0.2519	-0.1784	-1.2181	-0.5452	8.3159	8.0436	8.1531	7.4334	7.7836	7.7535	7.7740	7.4842	7.6717
G1043	1	-0.0763	10.9173	0.5494	0.7817	-1.0732	-0.9970	-0.4665	1.8949	1.0175	1.1038	-0.4097	-0.6966	-0.3733	10.7186	10.7327	10.8310	11.2681	11.1057	11.1216	10.8415	10.7884	10.8482
G1044	3	0.4309	6.9446	1.5287	0.8989	1.4488	1.2201	0.9024	-1.5676	-1.0215	0.1139	-0.1050	0.0441	-1.0350	7.6788	7.5629	7.4019	6.1501	6.4269	7.0023	6.8914	6.9669	6.4200
G1045	0	0.1360	5.9338	1.3011	0.4954	-0.1684	-1.2478	-0.3591	-0.7660	-0.1310	-0.5662	0.0522	0.7924	2.3938	5.8736	5.4879	5.8054	5.6601	5.8870	5.7315	5.9524	6.2169	6.7890
